0,1,2
0.55428934,0.9605206,1.9795389
0.45370263,0.8541367,2.1919103
0.4958756,0.9170141,2.0137537
0.44300294,0.9264101,1.9941479
0.49176297,0.9327696,1.9627539
0.5065835,0.87594616,1.9910699
0.49878478,0.95546824,2.017038
0.50959355,0.96141,1.9323767
0.49142867,0.9335283,1.9815327
0.5026025,0.9471606,2.0515122
0.41785118,0.88825184,2.0794837
0.43276048,0.83886963,2.0322764
0.41426152,0.9094347,2.0356824
0.48295775,0.90524817,1.9546252
0.43794522,0.85561806,1.8676314
0.4287984,0.92407674,1.9825585
0.53199714,0.94475,2.136408
0.5254576,0.87572056,1.985123
0.4697701,0.9316455,1.9540528
0.44475734,0.94226223,2.1248372
0.47266915,0.91297764,2.0034733
0.5082178,0.9635718,1.9974276
0.48705763,0.9698653,1.9406536
0.46194598,0.88446635,2.0881896
0.4704371,1.000985,1.9555924
0.48663318,0.86998105,2.038736
0.52255875,0.92039436,2.1504312
0.43264046,0.8785687,1.9641808
0.4662664,0.89678615,2.04656
0.46398407,0.90980244,2.074522
0.4451174,0.9492607,1.893572
0.53931314,0.976825,2.1190424
0.43796122,0.8898954,2.0106142
0.5018479,0.93173075,1.9785668
0.40637985,0.9073094,2.053366
0.50806653,0.8580489,1.9606026
0.531579,0.8953247,2.039462
0.4532474,0.87737846,2.1631901
0.48895988,0.9128656,2.0511801
0.43796292,0.8983368,1.8761853
0.47753444,0.91978294,1.981703
0.493558,0.92047954,2.0333102
0.51255536,0.91119456,2.1608772
0.45697802,0.9392708,2.0023928
0.5053215,1.0107173,1.973612
0.4318365,0.906008,2.0066555
0.48529297,0.92482466,2.0267878
0.5105893,0.9003227,1.9689935
0.45880473,0.91787094,2.1263137
0.45871264,0.96356094,2.0702298
0.54263115,0.9531881,2.037776
0.47969168,0.9109943,1.983583
0.46465454,0.93817705,1.8871791
0.4821327,0.86407435,2.0979245
0.5163654,0.92949915,2.002374
0.4738466,0.93942696,2.137116
0.44868577,0.936754,2.1172593
0.50489753,0.9628551,1.9532528
0.4520148,0.90894943,1.9925643
0.4688348,0.93111634,1.9452928
0.48330525,0.9083642,2.020543
0.469476,0.9162409,2.011355
0.42182237,0.8986731,2.000001
0.547499,0.9706741,2.06737
0.47549167,0.9151853,1.9356991
0.4660303,0.91956896,2.0791004
0.509075,0.8824551,2.014502
0.424074,0.92791045,1.9906882
0.44413114,0.92726594,2.0324976
0.52086556,0.94762117,1.9876933
0.4571565,0.8651581,2.0714955
0.43622768,0.9403363,1.9416419
0.50521755,0.8854798,2.0367024
0.47998,0.88701665,1.9398682
0.52242833,0.93892777,2.137402
0.5310004,1.0158257,2.0076215
0.44801286,0.90259445,2.0015695
0.4090551,0.93159497,2.036893
0.45609364,0.88541126,1.9960864
0.46517906,0.8799605,2.0168972
0.49606368,0.9701124,1.9194903
0.49266252,0.90342563,2.053647
0.47771987,0.9626222,1.9996499
0.48383933,0.94387203,2.129227
0.46533856,0.91480017,2.0059774
0.48921221,0.91358143,2.0564766
0.45722175,0.8857127,2.0889542
0.46201923,0.91667956,2.0856137
0.48807806,0.8935504,2.0788121
0.48014742,0.85668516,1.9676005
0.4766922,0.96248704,1.9270474
0.44780073,0.93191427,2.0413303
0.45709044,0.9473773,1.9884723
0.58523875,0.94184124,2.0670125
0.46288964,0.86962986,2.1262498
0.4806883,0.8767224,2.0052283
0.5098587,0.9429428,1.9459157
0.47368988,0.99310297,2.0423553
0.48734993,0.921983,1.971591
0.51111895,0.9506078,2.084828
0.44666398,0.85147214,2.0172637
0.4832089,0.9524961,2.0300233
0.48822826,0.91220164,2.082402
0.51281095,0.9466173,2.0289025
0.48867676,0.92423385,2.0415792
0.45718718,0.92015326,1.9270362
0.43310118,0.9226702,2.092237
0.57231027,0.9779596,1.9849892
0.4362293,0.8836367,2.0007246
0.46897286,0.88453525,2.0628912
0.5037667,0.91396755,2.080866
0.48971158,0.9272129,2.1646748
0.52828836,0.87501115,2.0508823
0.47473377,0.977217,1.9380976
0.53035986,0.95321894,1.965135
0.37207663,0.9294563,1.9929568
0.45236728,0.86953044,1.9941136
0.47574463,0.92683566,1.9213705
0.4291973,0.8783294,2.0681849
0.4192705,0.9725018,1.9716387
0.4573009,0.90753615,2.0481524
0.5037829,0.929732,1.9510295
0.52541786,0.9396246,2.0423915
0.4815728,0.92984104,1.9732074
0.43779835,0.82751584,2.1083572
0.53980297,0.9201608,2.0705795
0.44263476,0.9051876,2.0043528
0.4980129,0.9257274,1.9591529
0.52022815,0.93298644,1.9470237
0.48696682,0.9083099,2.0328124
0.48458922,0.9204181,2.1585176
0.47743464,0.90287787,2.1415489
0.5212257,0.94379497,2.0921082
0.44422105,0.93123573,1.9789375
0.48764667,0.92175025,2.1687253
0.46486992,0.934968,1.9827342
0.39128673,0.88390005,2.1707003
0.45308945,0.91478455,1.9715644
0.50905746,1.0006118,1.9586713
0.51317126,0.87044865,2.0827959
0.48678443,0.90565455,2.0288978
0.49346027,0.94376117,1.8699489
0.51103336,0.879961,2.0920782
0.43093944,0.849388,2.0883424
0.5075339,0.9275114,2.16558
0.493898,0.95231295,1.9658881
0.4803489,0.94796103,1.9113315
0.44759977,0.9265475,2.0771897
0.47877985,0.9963876,2.0169418
0.50535226,0.89649093,1.9458399
0.47237965,0.9646546,1.9076344
0.41926286,0.9237715,1.9979136
0.5526089,0.980121,2.1134183
0.524422,0.9218651,1.9745907
0.4711268,0.8747024,2.049197
0.42766947,0.8985002,2.0406632
0.52075636,0.8915657,2.011719
0.4879248,0.90568817,2.0467334
0.4337534,0.87334,2.1129673
0.41478398,0.9038626,1.9492741
0.47176105,0.8869933,1.9953352
0.5515674,1.0128933,2.071799
0.4525104,0.8844008,2.0533423
0.4557208,0.92233247,1.9670601
0.52028286,0.9325926,2.0415752
0.47676742,0.8829095,1.9707354
0.4619416,0.90211856,2.0569844
0.48342592,0.9084678,1.9444734
0.45236513,0.87794644,2.0043848
0.48130256,0.8865362,1.9513694
0.4617175,0.9425822,2.036664
0.49094793,0.8917542,2.0394065
0.5552071,0.9919103,2.1581583
0.4200295,0.9341138,2.1097584
0.49609625,1.0067186,1.96878
0.48791158,0.9240152,1.9669496
0.46913213,0.89413226,2.1102278
0.48315483,0.89436924,2.1158278
0.5045669,0.8717998,2.0139608
0.42877275,0.89026815,1.9904594
0.4571135,0.9402536,1.9715952
0.4852691,0.9075187,2.0416074
0.4695584,0.88747674,2.0011618
0.5448696,0.95536935,1.986823
0.44610292,0.95033944,2.0478609
0.46356925,0.99207675,1.9658291
0.4641124,0.8749383,1.9820603
0.45902216,0.928665,2.2055016
0.4797926,0.91043854,1.9724526
0.4345984,0.8432634,2.075814
0.45278868,0.86180085,2.0547504
0.43516725,0.90141714,2.132719
0.4812423,0.86962706,1.9681528
0.4627832,0.9841151,2.061741
0.52694637,0.9730612,2.160031
0.49428114,0.928353,2.0035033
0.4818855,0.89109373,1.975509
0.44208637,0.92041713,2.0345979
0.42315745,0.83251053,1.9152942
0.4708124,0.91990095,2.137566
0.47602543,0.9183209,2.0748656
0.49636492,0.9702708,2.1070683
0.43322828,0.8593686,2.0738127
0.45979998,0.94398546,2.058698
0.525358,0.9203706,1.9629207
0.49453643,0.96182084,1.9481467
0.4816273,0.97222877,2.1285095
0.44566146,0.88949186,1.976516
0.5100694,0.9276065,2.0707397
0.47069973,0.90748924,2.0065045
0.4944094,0.96649885,1.9295713
0.5006103,0.9255897,2.0469797
0.49335158,0.8989772,1.9544613
0.4107871,0.89780164,2.0913396
0.48506767,0.9664434,1.9666778
0.4944762,0.9263791,2.0627122
0.5148451,0.94533175,2.017505
0.50518686,0.9198923,2.0318744
0.40661764,0.9005354,2.0255654
0.4039865,0.9228114,1.984246
0.50431883,0.88486266,2.062386
0.50210744,0.92926335,2.028221
0.42626745,0.8875596,1.9568589
0.4881473,0.97812366,2.201778
0.4451108,0.9045727,2.0625901
0.47563133,0.879556,2.020405
0.41296035,0.8571264,2.0400407
0.4973024,0.9417248,2.017219
0.51224107,0.90861815,1.9599904
0.4932642,0.92899925,1.9529897
0.5210082,0.94323057,1.9800836
0.4787353,0.83397,2.0280414
0.46819827,0.87340003,2.0603576
0.4995504,0.9112307,2.0102892
0.53931385,0.95738614,2.0688915
0.45056406,0.9070693,2.0022018
0.44903496,0.94228125,1.9594512
0.44450706,0.91661114,2.0910928
0.4625646,0.9098156,2.0912948
0.458095,0.8688531,2.1060944
0.5124768,0.93592703,2.0472972
0.4787533,0.8939466,1.9825848
0.4541002,0.9086799,1.9822356
0.44103473,0.89724684,1.9854766
0.49106434,0.9490847,2.1079872
0.5312267,0.9884172,1.9167255
0.52870524,0.9164723,2.0553205
0.47792575,0.8878069,2.065002
0.47507727,0.95487493,2.1369605
0.44431576,0.91836715,1.9787232
0.5040721,0.8682793,2.0458794
0.4945741,0.92299205,1.937636
0.44247958,0.98280317,2.0002692
0.49341562,0.8578989,2.0269623
0.45287827,0.87201184,2.0079658
0.4603655,0.95397973,1.9819753
0.50371134,0.84993416,2.0971394
0.47080222,0.92822295,2.081485
0.49369037,0.9046971,1.9915332
0.45105374,0.92221326,1.9315108
0.54726326,1.0053403,1.9498274
0.4313351,0.91511685,2.082548
0.50392795,0.9296036,1.9619
0.48547238,1.0125343,1.9861938
0.40138975,0.8854939,2.007458
0.4979886,0.90411186,2.0071993
0.53495926,0.94939345,2.1248171
0.46632683,0.8704674,2.050807
0.40281543,0.9267473,2.0729296
0.46997046,0.8777222,1.9457268
0.48240006,0.8739248,1.9958373
0.48736715,0.9593144,1.9184555
0.5172844,0.95190704,2.0861413
0.49839193,0.9316172,1.8825879
0.47733366,0.94610435,2.1499867
0.39583826,0.9078321,2.0434155
0.45956004,0.8701101,2.002486
0.45945272,0.88920254,1.9931855
0.5303281,0.9187758,2.132973
0.5176643,0.951641,2.0155108
0.46627977,0.95218194,2.016142
0.433025,0.91853833,2.13107
0.5592307,0.8709498,1.9681897
0.4244387,0.8778115,1.9577094
0.4585122,0.91019887,2.010496
0.44416013,0.96582764,1.9775808
0.5034407,0.9021461,2.0411391
0.4188843,0.9553981,1.927326
0.4891795,0.94171983,2.0804603
0.48745275,0.87239325,1.9741234
0.43901053,0.89551586,2.1170378
0.48566216,0.9964196,1.928982
0.5414474,0.974852,2.0499494
0.4844775,0.8605171,2.03398
0.49258927,0.95668006,2.012566
0.46022376,0.91119367,2.0513477
0.48429656,0.90373987,1.9476893
0.47525293,0.8439453,2.078592
0.5032816,0.9185249,2.0776153
0.48642862,0.9241145,2.0008507
0.4992591,0.92320037,2.1066086
0.45349318,0.9438608,1.9283298
0.46507546,1.0049245,1.9301603
0.4211598,0.88679975,2.0566893
0.4937864,0.9121242,1.9921699
0.4235161,0.8609026,1.9787934
0.46600756,0.8992793,2.1749592
0.46766526,0.95909154,2.1684928
0.45691344,0.8737235,2.0708861
0.5219016,0.94297266,1.8552583
0.49464083,0.9488106,1.9815986
0.44267216,0.8942039,2.05792
0.4404344,0.89385074,1.9898094
0.46599504,0.8556467,2.0568218
0.39544794,0.9237419,2.083536
0.47714242,0.9009825,1.9544597
0.4514691,0.92116,1.9838517
0.5186528,0.9781059,2.0056152
0.48760498,0.86048615,2.0374484
0.50116175,0.956758,2.084996
0.54005873,0.9715996,1.9144279
0.40173647,0.8909157,2.1042907
0.4730845,0.8816771,1.9951742
0.48945686,0.9327695,1.9424305
0.4706894,0.95910954,1.9451822
0.4486361,0.8873574,2.0867012
0.48706552,0.9293869,2.1232953
0.48287398,0.878926,1.9982257
0.5276848,0.9205183,1.9803247
0.45454586,0.8850013,2.0511403
0.45849794,0.9259844,1.9330525
0.5547484,0.9434108,2.0656989
0.48245198,1.0063531,1.9817967
0.51049894,0.9010092,2.0890555
0.46291986,0.86490095,2.0148082
0.4581581,0.87595284,1.9386528
0.48408803,0.9065405,2.029666
0.43862128,0.9572012,1.9417303
0.5052429,0.99544436,2.1048536
0.4183861,0.8907272,2.169597
0.48679137,0.9054832,2.0757556
0.48389217,0.91590506,1.9986223
0.43871948,0.92758137,1.9685359
0.487122,0.9178749,2.1044447
0.4965107,0.88976693,2.0488338
0.45971146,0.92339426,2.0635667
0.45236588,0.9291489,1.8903917
0.48805985,0.9615649,2.0826561
0.45247117,0.88380206,1.9986222
0.5203142,0.90761155,2.0285473
0.47765332,0.9894443,1.8851225
0.49449816,0.82598466,2.111359
0.4079127,0.8917606,2.0132987
0.43176386,0.90632236,1.9806674
0.56741047,0.9095897,2.0171204
0.462602,0.87320304,2.0415235
0.46374828,0.969494,1.9651475
0.46789798,0.91269046,2.1388702
0.48759615,0.8697699,2.0088298
0.47399655,0.8988395,2.0591903
0.54687977,0.94828266,2.1090093
0.54049665,0.9527527,2.0472975
0.45807546,0.9462961,1.9757869
0.46425635,0.93533987,2.0596356
0.44447455,0.8703604,1.9929324
0.44809738,0.9108753,1.9776249
0.52413297,0.95084465,2.1828723
0.4525214,0.9159274,2.0898511
0.4651737,0.91183215,2.0750437
0.5005044,0.9396384,2.073829
0.48847792,1.0170933,1.9454358
0.40492463,0.87646145,1.900505
0.44492128,0.87820846,2.0097575
0.54066205,0.9201897,1.9916831
0.45232248,0.8816632,2.082768
0.44829684,0.9711445,2.0104258
0.48133034,0.9346428,1.9669423
0.47366166,0.86594397,2.0346391
0.45073417,0.86699575,2.0657663
0.47172213,0.9438272,2.0478477
0.50598425,0.9556294,2.0016098
0.49771026,0.87463206,2.0203946
0.45840228,0.8988722,2.0807307
0.46044677,0.8753019,2.0588932
0.52547836,0.97660154,2.0149662
0.49285188,0.90240383,2.0181546
0.5282609,0.93079925,2.045668
0.53489345,0.90133226,1.9866633
0.47310284,0.948618,2.0460875
0.38892063,0.91620713,1.854906
0.50171965,0.90436876,2.0501206
0.48778096,0.9329698,2.1014972
0.50112444,0.91489106,2.101539
0.46973893,0.88257545,1.9790759
0.48445272,0.97722924,1.9882519
0.48925015,0.8971355,2.0275176
0.44885245,0.9791544,1.9414933
0.4852218,0.88892365,2.053477
0.45257244,0.9480932,2.0798688
0.47093037,0.97610873,1.9838915
0.41741797,0.81853074,1.886714
0.46021706,0.87770164,2.0247765
0.4842483,0.9445294,1.9588318
0.50144905,0.8890994,2.006727
0.5028514,0.9719903,2.1374958
0.51831234,0.9542056,2.0221586
0.4338782,0.908475,2.1047378
0.4571309,0.93145084,1.9835451
0.44309318,0.8822216,2.0551834
0.45819393,0.8676257,2.0375469
0.53715265,0.9402748,1.9685563
0.5083382,0.9430726,1.9848946
0.5138714,0.8881424,2.0998085
0.49485973,0.93839484,1.9374205
0.42269808,0.93603176,1.9613742
0.49972782,0.8951493,2.0112507
0.47514683,0.9155117,2.1590223
0.47016323,0.8679148,1.9904926
0.5054149,0.91247606,2.0348804
0.4865902,1.0137585,2.006285
0.4917167,0.9118822,2.1145124
0.5050852,0.90671134,1.9376458
0.4740752,0.90500104,2.005183
0.49853817,0.95699054,2.0411818
0.43373975,0.90292716,2.0654378
0.4675604,0.87248534,1.9763842
0.4616175,0.9120802,2.0035036
0.5310007,0.93413496,2.0869465
0.49534762,0.953157,1.9438016
0.48979247,0.8972199,1.9725997
0.5150909,0.9167595,2.023185
0.4885761,0.98835653,1.9837188
0.43666178,0.8820819,1.9442859
0.5099321,0.91250527,2.0917823
0.45911375,0.885853,2.0600076
0.46245393,0.8819446,2.0016234
0.44909787,0.92547286,2.0375817
0.46819055,0.9353171,1.9664437
0.49238044,0.89054894,2.0722804
0.43678796,0.9952083,2.0259824
0.5399591,0.91344047,2.0961437
0.46685836,0.92031395,1.9935175
0.38325438,0.8811346,1.9442251
0.44366622,0.9539958,1.9772865
0.53511983,0.8803557,2.0300899
0.5334506,0.91988873,2.0548463
0.47936255,0.9265171,1.9214715
0.4703939,0.9267822,1.957815
0.501837,0.90890765,2.0330014
0.46749297,0.9383147,2.1052585
0.47503328,0.9595468,2.0880475
0.47749785,0.89088905,2.0585272
0.48608646,0.8666543,2.1143153
0.45840988,0.947871,1.9166765
0.45946983,0.9247224,1.999208
0.45830727,0.9420004,2.007027
0.4951998,0.918805,1.9729081
0.48274496,0.8450203,2.039367
0.50170785,0.94750875,2.1710782
0.49762884,0.9390151,1.9944557
0.43608496,0.8854298,2.0438538
0.48723006,0.926604,2.0309684
0.4899086,0.8660285,1.9823997
0.50848836,0.8959988,2.0329108
0.47617114,1.0068638,1.9704999
0.43717402,0.9269147,2.0325494
0.4207103,0.91261595,2.03878
0.4289849,0.86196387,2.000463
0.5003283,0.966563,2.0339057
0.4893868,0.9381823,2.117141
0.40194693,0.8517101,1.8616363
0.43160108,0.9279168,2.0099597
0.5601514,0.9451443,2.077628
0.4791941,0.91210806,1.9733238
0.42614847,0.9366043,1.9305863
0.4489347,0.90207356,2.1146061
0.52184,0.9293745,2.0828497
0.535782,0.9816807,2.1174762
0.500181,0.9223366,1.990906
0.55045027,0.9562546,1.9307584
0.44111112,0.9178431,2.0323224
0.3936285,0.8578871,2.1314032
0.4796286,0.95822334,2.1432195
0.480514,1.0022107,1.9817134
0.4676275,0.89649475,2.0351665
0.47120363,0.838196,1.9891005
0.46930593,0.88450056,1.9663805
0.45301053,0.944894,2.05259
0.49868664,0.93340003,1.9759005
0.4670776,0.9152607,2.0436974
0.4670072,0.87654495,1.9879526
0.43462914,0.8244421,2.0897753
0.51705873,0.9482301,2.0170803
0.5052264,0.9818304,2.1152434
0.43700042,0.90989834,2.0759325
0.5681747,0.9665929,1.9409821
0.5032661,0.94934016,1.9418223
0.4211352,0.9361036,2.0142553
0.5113239,0.9522675,2.0881047
0.48494804,0.90629417,1.9803475
0.4742778,0.9220395,2.0673845
0.48071837,0.8732937,2.0605295
0.4937485,0.9549928,2.1423378
0.4953182,0.9000218,2.0075457
0.45359367,0.8890363,2.0389953
0.46196237,0.99851257,2.029063
0.48465398,0.96972907,1.9734269
0.49825832,0.92993903,2.1924126
0.4888736,0.8950961,1.9926217
0.45301977,0.84485704,1.9309608
0.46833313,0.9332366,1.9135866
0.43754995,0.9192998,2.0830588
0.53136486,0.9313453,2.023754
0.47492823,0.9166017,2.0955508
0.49472272,0.9237503,2.0227444
0.47974813,0.9024965,2.0515466
0.4500782,0.91217494,1.9830492
0.42486286,0.88965833,2.0230448
0.46300906,0.9402673,2.111331
0.4612565,0.9088489,2.0377061
0.45493186,0.93840903,2.061839
0.49926588,0.9218921,1.9515754
0.49081987,0.9202112,2.0339673
0.5008479,0.9395481,1.9336821
0.4495979,0.95223904,1.9646543
0.51513386,0.92234045,2.015697
0.4139688,0.87871873,1.972539
0.47113246,0.8704899,2.0934913
0.4635669,0.96339643,2.0246289
0.468367,0.9413395,1.8961498
0.45944884,0.8855177,2.0776196
0.50934404,0.9567581,2.1422136
0.4917904,0.9246915,2.012558
0.50649565,0.98073405,1.9139553
0.45904115,0.93635964,2.040461
0.442772,0.8913396,2.1127322
0.50624603,0.9524812,1.9408921
0.45346457,0.8750985,1.9891634
0.4878671,0.93191814,2.0556402
0.49141368,0.9249094,1.9680897
0.44691354,0.8907288,1.9907883
0.5591965,0.94943285,2.1106486
0.4589338,0.9273618,2.0577192
0.5029675,0.94741064,1.9610454
0.51449805,0.95967,2.043068
0.41015697,0.89457273,2.1131837
0.4587388,0.90919405,1.9149458
0.48490012,0.87039626,2.0468478
0.48632064,0.87627447,2.1133652
0.47682482,0.93067986,1.9740897
0.47881684,0.9948255,1.9793096
0.48740983,0.9689164,2.0141962
0.54108524,0.91561097,2.1575532
0.390743,0.8819819,2.0026164
0.45062694,0.9364276,2.1031618
0.46235183,0.8661257,2.0077307
0.45842993,0.93441314,2.0964441
0.521941,0.9140414,1.9812427
0.4891468,0.90623456,2.0721948
0.5014901,0.9245297,2.1282074
0.47787434,0.92490894,2.0637572
0.49395016,0.9740912,1.9920967
0.45799696,0.885868,1.8967861
0.3981372,0.92339975,2.0163043
0.5297728,0.9110026,2.0104072
0.4785703,0.8725911,2.0348432
0.46000376,0.87750596,2.164763
0.43014663,0.8770963,2.0478702
0.46994555,0.8618128,1.9594938
0.47180977,0.92123336,2.1060514
0.56224424,0.9577212,2.0784247
0.46178442,0.9531124,1.939695
0.44191954,0.93953186,1.9612724
0.5092139,0.9172846,2.0134633
0.47466233,0.89478546,2.0985959
0.5062726,0.93222916,2.1159089
0.47046328,0.9005738,1.985598
0.4556553,0.9153171,1.9660875
0.4434486,0.9242696,2.0388942
0.53819215,0.95441204,2.0542684
0.44586298,0.9241355,1.9905875
0.45847,0.92082816,1.9385326
0.4480111,0.9427882,2.0463483
0.45790485,0.89430106,2.0670893
0.4653831,0.85021263,2.0865023
0.50542384,0.9664264,2.0305915
0.46979392,0.91456324,1.9741449
0.48360968,0.94954765,2.0139744
0.48385322,0.9353978,1.967811
0.48356912,0.9055276,2.0994914
0.42483172,0.9501693,1.9869916
0.5166306,0.9669074,2.0568388
0.43271127,0.9153093,1.9922078
0.45964128,0.90440357,2.062831
0.47784683,0.9207547,1.9970884
0.46659184,0.8790823,2.0457923
0.5467711,0.99868864,1.9446908
0.4920703,0.8542728,1.9713197
0.4487011,0.96995986,1.8901211
0.53099155,0.96405494,2.0211527
0.49129695,0.8878923,2.0711238
0.4609242,0.9137527,1.948967
0.45156834,0.94258547,2.1320145
0.46437445,0.89625263,2.0772405
0.4695828,0.89950067,2.1256807
0.46289316,0.9387651,2.0307908
0.46276075,0.9108091,1.9272802
0.4431697,0.88827074,2.0193248
0.47270763,0.9024144,1.9419878
0.5147167,0.91159475,2.0576446
0.42612273,0.89840555,2.1197824
0.424781,0.92068404,2.0340283
0.564133,0.9996631,2.0369027
0.47786388,0.9305867,1.9787396
0.46872285,0.9315438,2.0204911
0.5094398,0.93104285,1.9306716
0.4729016,0.8777072,2.1783102
0.4627246,0.91294736,1.9157171
0.50222117,0.906429,2.0481355
0.51441175,0.9529881,1.9965653
0.39439827,0.90284985,2.0124905
0.4852197,0.88055956,2.0200386
0.50072724,0.9587744,1.9249618
0.46845534,0.9165856,2.0598216
0.46538442,0.87638134,1.991345
0.45574233,0.91567504,1.9244438
0.5070783,0.95514184,2.0478673
0.5043018,0.9159462,2.061265
0.48681927,0.9114719,2.053651
0.45784095,0.9277016,2.0949025
0.5181946,0.905762,2.008154
0.49333638,0.89177436,2.0978808
0.4937216,0.9615883,2.0387096
0.4314371,0.98115116,1.988872
0.5175937,0.9245493,2.0431335
0.44558257,0.8759294,2.0019999
0.39715213,0.9302356,2.02305
0.450133,0.8761674,2.0003517
0.5385856,0.96313393,2.1708279
0.46673733,0.8978158,1.9684649
0.40142092,0.84818596,2.0257986
0.52258223,0.94880044,2.038951
0.5078139,0.948969,2.0387
0.530523,0.9792743,2.058677
0.43974236,0.9035967,2.0411766
0.46473205,0.89433116,1.9293956
0.5008225,0.93753564,2.0705101
0.49760213,0.9309069,2.0897672
0.49292788,0.8816687,2.13843
0.4586967,0.9339183,1.983111
0.4406252,0.91155714,1.9578311
0.5304066,0.9586901,1.9653538
0.4532798,0.9191621,1.9834417
0.47225544,0.8895395,2.0428793
0.45371252,0.87687653,2.0694628
0.49299607,0.8957713,2.1078303
0.508653,0.9676452,1.9011599
0.47543576,0.9050191,2.1473591
0.48315296,0.8709524,1.987024
